X,Article_link,Taxonomy,Phylum,Class,Order,Family,Genus,Species,Subspecies,Strain,Type_of_metabolism,Text_for_end_products,Major_end_products,Minor_end_products,Text_for_substrates,Substrates_for_end_products
73,https://doi.org/10.1002/9781118960608.gbm00016,Actinobacteria;Actinobacteria;Actinopolysporales;Actinopolysporaceae;Actinopolyspora,Actinobacteria,Actinobacteria,Actinopolysporales,Actinopolysporaceae,Actinopolyspora,halophila,NA,ATCC 27976;DSM 43834;IFO;NBRC;14106;JCM 3278;VKM Ac-871,Other,NA,NA,NA,NA,NA
74,https://doi.org/10.1002/9781118960608.gbm00016,Actinobacteria;Actinobacteria;Actinopolysporales;Actinopolysporaceae;Actinopolyspora,Actinobacteria,Actinobacteria,Actinopolysporales,Actinopolysporaceae,Actinopolyspora,mortivallis,NA,HS-1;ATCC 49777;DSM 44261;IFO;NBRC;15162;JCM 7550;VKM Ac-1974,Other,NA,NA,NA,NA,NA
75,https://doi.org/10.1002/9781118960608.gbm00017,Actinobacteria;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;Aeriscardovia,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Aeriscardovia,aeriphila,NA,T6;LMG 21773;NCIMB 13939,Fermentation,Not reported,NA,NA,NA,NA
76,https://doi.org/10.1002/9781118960608.gbm00018,Actinobacteria;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;Alloscardovia,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Alloscardovia,omnicolens,NA,CCUG 31649;LMG 23792,Fermentation,Not reported,NA,NA,NA,NA
77,https://doi.org/10.1002/9781118960608.gbm00019,Actinobacteria;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,bifidum,NA,Ti;Tissier;ATCC 29521;DSM 20456;JCM 1255;LMG 11041,Fermentation,"acetate, lactate, and some formic acid and ethanol",acetate;lactate,formate;ethanol,NA,hexose
78,https://doi.org/10.1002/9781118960608.gbm00019,Actinobacteria;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,adolescentis,NA,E194a;ATCC 15703;DSM 20083;JCM 1275;LMG 10502;NCIMB 702204,Fermentation,"acetate, lactate, and some formic acid and ethanol",acetate;lactate,formate;ethanol,NA,hexose
79,https://doi.org/10.1002/9781118960608.gbm00019,Actinobacteria;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,angulatum,NA,B677;ATCC 27535;DSM 20098;JCM 7096;LMG 11039;NCIMB 702236,Fermentation,"acetate, lactate, and some formic acid and ethanol",acetate;lactate,formate;ethanol,NA,hexose
80,https://doi.org/10.1002/9781118960608.gbm00019,Actinobacteria;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,animalis,lactis,Mitsuoka R101-8;ATCC 25527;DSM 20104;NCIMB 702242;JCM 1190;LMG 10508,Fermentation,"acetate, lactate, and some formic acid and ethanol",acetate;lactate,formate;ethanol,NA,hexose
81,https://doi.org/10.1002/9781118960608.gbm00019,Actinobacteria;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,animalis,animalis,Mitsuoka R101-8;ATCC 25527;DSM 20104;NCIMB 702242;JCM 1190;LMG 10508,Other,NA,NA,NA,NA,NA
82,https://doi.org/10.1002/9781118960608.gbm00019,Actinobacteria;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,asteroides,NA,C 51;ATCC 25910;DSM 20089;JCM 8230;LMG 10735,Fermentation,"acetate, lactate, and some formic acid and ethanol",acetate;lactate,formate;ethanol,NA,hexose
83,https://doi.org/10.1002/9781118960608.gbm00019,Actinobacteria;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,bombi,NA,BluCI/TP;ATCC BAA-1567;DSM 19703,Fermentation,"acetate, lactate, and some formic acid and ethanol",acetate;lactate,formate;ethanol,NA,hexose
84,https://doi.org/10.1002/9781118960608.gbm00019,Actinobacteria;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,boum,NA,RU917;ATCC 27917;DSM 20432;JCM 1211;LMG 10736,Fermentation,"acetate, lactate, and some formic acid and ethanol",acetate;lactate,formate;ethanol,NA,hexose
85,https://doi.org/10.1002/9781118960608.gbm00019,Actinobacteria;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,breve,NA,S1;ATCC 15700;DSM 20213;JCM 1192;NCIMB 702257,Fermentation,"acetate, lactate, and some formic acid and ethanol",acetate;lactate,formate;ethanol,NA,hexose
86,https://doi.org/10.1002/9781118960608.gbm00019,Actinobacteria;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,catenulatum,NA,B669;ATCC 27539;DSM 20103;JCM 1194;LMG 11043;NCIMB 702246,Fermentation,"acetate, lactate, and some formic acid and ethanol",acetate;lactate,formate;ethanol,NA,hexose
87,https://doi.org/10.1002/9781118960608.gbm00019,Actinobacteria;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,choerinum,NA,Su806;ATCC 27686;DSM 20434;JCM 1212;LMG 10510,Fermentation,"acetate, lactate, and some formic acid and ethanol",acetate;lactate,formate;ethanol,NA,hexose
88,https://doi.org/10.1002/9781118960608.gbm00019,Actinobacteria;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,coryneforme,NA,C215;ATCC 25911;DSM 20216;JCM 5819;LMG 18911,Fermentation,"acetate, lactate, and some formic acid and ethanol",acetate;lactate,formate;ethanol,NA,hexose
89,https://doi.org/10.1002/9781118960608.gbm00019,Actinobacteria;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,cuniculi,NA,RA93;ATCC 27916;DSM 20435;JCM 1213;LMG 10738,Fermentation,"acetate, lactate, and some formic acid and ethanol",acetate;lactate,formate;ethanol,NA,hexose
90,https://doi.org/10.1002/9781118960608.gbm00019,Actinobacteria;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,dentium,NA,B764;ATCC 27534;DSM 20436;JCM 1195;LMG 11045;NCIMB 702243,Fermentation,"acetate, lactate, and some formic acid and ethanol",acetate;lactate,formate;ethanol,NA,hexose
91,https://doi.org/10.1002/9781118960608.gbm00019,Actinobacteria;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,gallicum,NA,P6;ATCC 49850;DSM 20093;JCM 8224;LMG 11596,Fermentation,"acetate, lactate, and some formic acid and ethanol",acetate;lactate,formate;ethanol,NA,hexose
92,https://doi.org/10.1002/9781118960608.gbm00019,Actinobacteria;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,gallinarum,NA,Ch206-5;ATCC 33777;DSM 20670;JCM 6291;LMG 11586,Fermentation,"acetate, lactate, and some formic acid and ethanol",acetate;lactate,formate;ethanol,NA,hexose
93,https://doi.org/10.1002/9781118960608.gbm00019,Actinobacteria;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,indicum,NA,C 410;ATCC 25912;DSM 20214;JCM 1302;LMG 11587,Fermentation,"acetate, lactate, and some formic acid and ethanol",acetate;lactate,formate;ethanol,NA,hexose
94,https://doi.org/10.1002/9781118960608.gbm00019,Actinobacteria;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,longum,longum,E194b;variant a;ATCC 15707;DSM 20219;JCM 1217;NCIMB 702259;LMG 13197,Fermentation,"acetate, lactate, and some formic acid and ethanol",acetate;lactate,formate;ethanol,NA,hexose
95,https://doi.org/10.1002/9781118960608.gbm00019,Actinobacteria;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,longum,infantis,S12;ATCC 15697;DSM 20088;JCM 1222;NCIMB 702205,Fermentation,"acetate, lactate, and some formic acid and ethanol",acetate;lactate,formate;ethanol,NA,hexose
96,https://doi.org/10.1002/9781118960608.gbm00019,Actinobacteria;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,longum,suis,SU 859;ATCC 27533;DSM 20211;JCM 1269,Fermentation,"acetate, lactate, and some formic acid and ethanol",acetate;lactate,formate;ethanol,NA,hexose
97,https://doi.org/10.1002/9781118960608.gbm00019,Actinobacteria;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,magnum,NA,RA3;ATCC 27540;DSM 20222;JCM 1218;LMG 11591,Fermentation,"acetate, lactate, and some formic acid and ethanol",acetate;lactate,formate;ethanol,NA,hexose
98,https://doi.org/10.1002/9781118960608.gbm00019,Actinobacteria;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,merycicum,NA,Ru915B;ATCC 49391;DSM 6492;JCM 8219;LMG 11341,Fermentation,"acetate, lactate, and some formic acid and ethanol",acetate;lactate,formate;ethanol,NA,hexose
99,https://doi.org/10.1002/9781118960608.gbm00019,Actinobacteria;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,minimum,NA,F392;ATCC 27538;DSM 20102;JCM 5821;LMG 11592,Fermentation,"acetate, lactate, and some formic acid and ethanol",acetate;lactate,formate;ethanol,NA,hexose
100,https://doi.org/10.1002/9781118960608.gbm00019,Actinobacteria;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,mongoliense,NA,YIT 10443;JCM 15461;DSM 21395,Fermentation,"acetate, lactate, and some formic acid and ethanol",acetate;lactate,formate;ethanol,NA,hexose
101,https://doi.org/10.1002/9781118960608.gbm00019,Actinobacteria;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,pseudocatenulatum,NA,B1279;ATCC 27919;DSM 20438;JCM 1200;LMG 10505,Fermentation,"acetate, lactate, and some formic acid and ethanol",acetate;lactate,formate;ethanol,NA,hexose
102,https://doi.org/10.1002/9781118960608.gbm00019,Actinobacteria;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,pseudolongum,pseudolongum,PNC-2-9G;ATCC 25526;DSM 20099;JCM 1205;LMG 11571;NCIMB 702244,Fermentation,"acetate, lactate, and some formic acid and ethanol",acetate;lactate,formate;ethanol,NA,hexose
103,https://doi.org/10.1002/9781118960608.gbm00019,Actinobacteria;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,pseudolongum,globosum,RU 224;ATCC 25865;DSM 20092;JCM 5820;LMG 11569;NCIMB 702245,Fermentation,"acetate, lactate, and some formic acid and ethanol",acetate;lactate,formate;ethanol,NA,hexose
104,https://doi.org/10.1002/9781118960608.gbm00019,Actinobacteria;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,psychraerophilum,NA,T16;LMG 21775;NCIMB 13940,Fermentation,"acetate, lactate, and some formic acid and ethanol",acetate;lactate,formate;ethanol,NA,hexose
105,https://doi.org/10.1002/9781118960608.gbm00019,Actinobacteria;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,pullorum,NA,P145;ATCC 27685;DSM 20433;JCM 1214;LMG 21816,Fermentation,"acetate, lactate, and some formic acid and ethanol",acetate;lactate,formate;ethanol,NA,hexose
106,https://doi.org/10.1002/9781118960608.gbm00019,Actinobacteria;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,ruminantium,NA,Ru687;ATCC 49390;DSM 6489;JCM 8222;LMG 21811,Fermentation,"acetate, lactate, and some formic acid and ethanol",acetate;lactate,formate;ethanol,NA,hexose
107,https://doi.org/10.1002/9781118960608.gbm00019,Actinobacteria;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,saeculare,NA,RA161;ATCC 49392;DSM 6531;JCM 8223;LMG 14934,Fermentation,"acetate, lactate, and some formic acid and ethanol",acetate;lactate,formate;ethanol,NA,hexose
108,https://doi.org/10.1002/9781118960608.gbm00019,Actinobacteria;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,scardovii,NA,ATCC BAA-773;DSM 13734;CCUG 13008;JCM 12489;LMG 21589,Fermentation,"acetate, lactate, and some formic acid and ethanol",acetate;lactate,formate;ethanol,NA,hexose
109,https://doi.org/10.1002/9781118960608.gbm00019,Actinobacteria;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,subtile,NA,F395;ATCC 27537;DSM 20096;LMG 11597,Fermentation,"acetate, lactate, and some formic acid and ethanol",acetate;lactate,formate;ethanol,NA,hexose
110,https://doi.org/10.1002/9781118960608.gbm00019,Actinobacteria;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,thermacidophilum,thermacidophilum,36;AS 1.2282;DSM 15837;JCM 11165;LMG 21395,Fermentation,"acetate, lactate, and some formic acid and ethanol",acetate;lactate,formate;ethanol,NA,hexose
111,https://doi.org/10.1002/9781118960608.gbm00019,Actinobacteria;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,thermacidophilum,porcinum,P3-14;AS 1.3009;LMG 21689,Fermentation,"acetate, lactate, and some formic acid and ethanol",acetate;lactate,formate;ethanol,NA,hexose
112,https://doi.org/10.1002/9781118960608.gbm00019,Actinobacteria;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,thermophilum,NA,P2-91;ATCC 25525;DSM 20210;JCM 1207;LMG 11573;NCIMB 702253,Fermentation,"acetate, lactate, and some formic acid and ethanol",acetate;lactate,formate;ethanol,NA,hexose
113,https://doi.org/10.1002/9781118960608.gbm00019,Actinobacteria;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,tsurumiense,NA,OMB115;DSM 17777;JCM 13495,Fermentation,"acetate, lactate, and some formic acid and ethanol",acetate;lactate,formate;ethanol,NA,hexose
114,https://doi.org/10.1002/9781118960608.gbm00020,Actinobacteria;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;Gardnerella,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Gardnerella,vaginalis,NA,ATCC 14018;594 of Gardner and Dukes;1955,Fermentation,"Acetic acid; some strains also produce one or more of lactic, formic, or succinic acids",acetate,lactate;formate;succinate,NA,sugar
115,https://doi.org/10.1002/9781118960608.gbm00021,Actinobacteria;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;Metascardovia,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Metascardovia,criceti,NA,OMB105;JCM 13493;DSM 17774,Fermentation,acetic and L-(+)-lactic acids,acetate;L-lactate,NA,NA,glucose
116,https://doi.org/10.1002/9781118960608.gbm00022,Actinobacteria;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;Parascardovia,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Parascardovia,denticolens,NA,B3028;CCUG 35728;DSM 10105;LMG 18312;NCTC 12936,Fermentation,acetic acid and L-(+)-lactic acid,acetate;L-lactate,NA,NA,glucose
117,https://doi.org/10.1002/9781118960608.gbm00023,Actinobacteria;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;Scardovia,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Scardovia,inopinata,NA,B3109;CCUG 35729;DSM 10107;LMG 18313;NCTC 12937,Fermentation,L-(+)-lactic acid and acetic acid,L-lactate;acetate,NA,NA,glucose
118,https://doi.org/10.1002/9781118960608.gbm00024,Actinobacteria;Actinobacteria;Catenulisporales;Actinospicaceae;Actinospica,Actinobacteria,Actinobacteria,Catenulisporales,Actinospicaceae,Actinospica,robiniae,NA,GE134769;DSM 44927;JCM 14908;NBRC 102112;NRRL B-24432,Other,NA,NA,NA,NA,NA
119,https://doi.org/10.1002/9781118960608.gbm00024,Actinobacteria;Actinobacteria;Catenulisporales;Actinospicaceae;Actinospica,Actinobacteria,Actinobacteria,Catenulisporales,Actinospicaceae,Actinospica,acidiphila,NA,GE134766;DSM 44926;JCM 14896;NBRC 102107;NRRL B-24431,Other,NA,NA,NA,NA,NA
120,https://doi.org/10.1002/9781118960608.gbm00025,Actinobacteria;Actinobacteria;Catenulisporales;Catenulisporaceae;Catenulispora,Actinobacteria,Actinobacteria,Catenulisporales,Catenulisporaceae,Catenulispora,acidiphila,NA,ID139908;DSM 44928;JCM 14897;NBRC 102108;NRRL B-24433,Other,NA,NA,NA,NA,NA
121,https://doi.org/10.1002/9781118960608.gbm00025,Actinobacteria;Actinobacteria;Catenulisporales;Catenulisporaceae;Catenulispora,Actinobacteria,Actinobacteria,Catenulisporales,Catenulisporaceae,Catenulispora,rubra,NA,Aac-30;DSM 44948;NBRC 101179,Other,NA,NA,NA,NA,NA
122,https://doi.org/10.1002/9781118960608.gbm00025,Actinobacteria;Actinobacteria;Catenulisporales;Catenulisporaceae;Catenulispora,Actinobacteria,Actinobacteria,Catenulisporales,Catenulisporaceae,Catenulispora,subtropica,NA,TT 99-48;KCTC 19328;NBRC 103395.Sequence accession no.;16S rRNA gene;: AB327248,Other,NA,NA,NA,NA,NA
123,https://doi.org/10.1002/9781118960608.gbm00025,Actinobacteria;Actinobacteria;Catenulisporales;Catenulisporaceae;Catenulispora,Actinobacteria,Actinobacteria,Catenulisporales,Catenulisporaceae,Catenulispora,yoronensis,NA,TT N02-20;KTCT 19327;NBRC 103397,Other,NA,NA,NA,NA,NA
124,https://doi.org/10.1002/9781118960608.gbm00026,Actinobacteria;Actinobacteria;Corynebacteriales;Corynebacteriaceae;Corynebacterium,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,diphtheriae,NA,ATCC 27010;CIP 100721;DSM 44123;NCTC 11397,Fermentation,"acetic, succinic, and lactic acids, propionic ",acetate;succinate;lactate;propionate,NA,NA,NA
125,https://doi.org/10.1002/9781118960608.gbm00026,Actinobacteria;Actinobacteria;Corynebacteriales;Corynebacteriaceae;Corynebacterium,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,accolens,NA,CNCTC h1/57;ATCC 49725;CCUG 28779;CIP 104783;DSM 44278;JCM 8331,Fermentation,"acetic, succinic, and lactic acids",acetate;succinate;lactate,NA,NA,NA
126,https://doi.org/10.1002/9781118960608.gbm00026,Actinobacteria;Actinobacteria;Corynebacteriales;Corynebacteriaceae;Corynebacterium,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,afermentans,afermentans,ATCC 51403;CCUG 32103;CIP 103499;DSM 44280;JCM 10390;LCDC 88199,Other,NA,NA,NA,NA,NA
127,https://doi.org/10.1002/9781118960608.gbm00026,Actinobacteria;Actinobacteria;Corynebacteriales;Corynebacteriaceae;Corynebacterium,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,afermentans,lipophilum,T18502;ATCC 51404;CCUG 32105;CIP 103500;DSM 44282;JCM 10391,Other,NA,NA,NA,NA,NA
